ID	Valid	SU	Fn	NFn	Ctx	Form	Root
keperluannya	1	kaperluanana	n		-	-	perlu
kepiawaian	1	kaahlian	n		-	-	ahli
kepintaran	0	jajatén					jajatén
kepolisian	1	kapulisian	n		-	-	pulisi
kepribadian	0	kapribadian					kapribadian
kepulauan	1	kapuloan	n		-	-	pulo
kepung	1	tingker	vi		-	-	tingker
keputusan	1	kaputusan	n		-	-	putus
keracunan	1	karacunan	n		-	-	racun
keraguan	1	kamangmang	n		-	-	mangmang
kerah	0	sambleh					sambleh
kerai	1	widé	n		imah	-	widé
kerajaan	1	karajaan	n		-	-	raja
keramik	1	gagarabah	n		-	-	gagarabah
kerangka	1	carangka	n		-	-	carangka
keranjang	1	karinjang	n		-	-	karinjang
keras	1	teuas	a		-	-	teuas
kerbau	1	munding	n		sato	-	munding
kereta	1	karéta	n		-	-	karéta
kering	1	garing	a		-	-	garing
keringat	1	késang	n		awak	-	késang
keriput	1	kérod	n		-	-	kérod
keris	1		n		-	-	keris
kerja	0	gadag					gadag
kerja	1	gawé	v		-	-	gawé
kerjaan	1	pagawéan	n		-	-	gawé
keropos	1	koropok	a		-	-	koropok
keroyok	0	dikerubut					kerubut
kertas	1		n		-	-	kertas
kerudung	1	tiung	n		pakéan	-	tiung
kerugian	1	rugi	a		-	-	rugi
keruh	1	kiruh	a		-	-	kiruh
keruk	0						keruk
kerumun	0	gurumut					gurumut
kerumun	0	gimbung					gimbung
kerusakan	1	karuksakan	n		-	-	ruksak
kerusakannya	1	karuksakanana	n		-	-	ruksak
kesadaran	1	kasadaran	n		-	-	sadar
kesal	1	kaluman	-		-	-	kaluman
kesalahan	1	kasalahan	n		-	-	salah
kesamaan	1	sasaruaan	n		-	-	sarua
kesamaannya	1	sasaruanana	n		-	-	sarua
kesan	1	gambaran	n		-	-	gambar
kesedihan	1	kahanjelu	a		-	-	hanjelu
kesehatan	1	kaséhatan	n		-	-	séhat
kesejagatan	0	kasajagatan					jagat
kesejahteraan	1	karaharjaan	n		-	-	raharja
keselamatan	1	kasalametan	n		-	-	salamet
keselamatannya	1	kasalamatenana	n		-	-	salamet
keseluruhan	1	sakabéh	a		-	-	kabéh
kesempatan	1	kasempetan	n		-	-	sempet
kesenian	1	kasenian	n		-	-	seni
kesepakatan	1	kasapukan	n		-	-	sapuk
keseragaman	1	kasaragaman	n		-	-	saragam
kesetiaan	1	kasatiaan	n		-	-	satia
kesiangan	1	kasiangan	n		-	-	siang
kesibukan	0	kasibukan					kasibukan
kesimpulan	1	kacindekan	n		-	-	cindek
kesimpulannya	1	kacindekanana	n		-	-	cindek
kesulitan	1	kahésé	n		-	-	hésé
kesulitan	1	kasulitan	n		-	-	sulit
kesusilaan	0	kasusilaan					kasusilaan
ketahuan	1	kanyahoan	vp		-	-	nyaho
ketahui	1	nyaho	vi		-	-	nyaho
ketakutan	1	sieun	a		-	-	sieun
ketam	1	yuyu	n		sato	-	yuyu
ketat	1	heureut	a		-	-	heureut
ketatanegaraan	1	katatanagaraan	n		-	-	nagara
ketek	1	kélék	n		awak	-	kélék
ketemu	1	papanggih	n		-	-	panggih
ketentraman	1	katingtriman	n		-	-	tingtrim
ketentuan	1	katangtuan	n		-	-	tangtu
keterangan	1	katerangan	n		-	-	terang
ketergantungan	1	kagumantungan	n		-	-	gantung
ketergantungannya	1	kagumantunganana	n		-	-	gantung
keterlaluan	1	kabina-bina	a		-	-	bina
ketertiban	1	kalantipan	n		-	-	lantip
ketiak	1	kélék	n		awak	-	kélék
ketidakpastian	1	kateupastian	n		-	-	pasti
ketidakseimbangan	1	teu saimbangna	a		-	-	imbang
ketiduran	1	kasaréan	n		-	-	saré
ketiga	1	katilu	b		-	-	tilu
ketinggalan	1	tinggaleun	a		-	-	tinggal
ketinggian	1	jangkungna	n		-	-	jangkung
ketinggiannya	1	luhurna	n		-	-	luhur
ketua	1	pupuhu	n		-	-	puhu
ketuhanan	1	kapangéranan	n		agama	-	pangéran
ketupat	0	kupat					kupat
keturunan	1	turunan	n		-	-	turun
keuangan	1	kaduitan	n		-	-	duit
keuangannya	1	kaduitanana	n		-	-	duit
keunggulan	1	kapinunjulan	n		-	-	punjul
keunikan	1	unikna	n		-	-	unik
keuntungan	1	kauntungan	n		-	-	untung
kewajiban	1	kawajiban	n		-	-	wajib
kewajibannya	1	kawajibanana	n		-	-	wajib
kewalahan	1	kawalahan	a		-	-	walah
keyakinan	1	kayakinan	n		-	-	yakin
khas	1	has	a		-	-	has
khasiatnya	1	hasiatna	n		-	-	hasiat
khawatir	1	hariwang	a		-	-	hariwang
khawatir	1	salempang	a		-	-	salempang
khazanah	1	hasanah	n		-	-	hasanah
khusuk	0	banter					banter
khusus	1	husus	-		-	-	husus
khususnya	1	hususna	-		-	-	husus
kiamat	1		n		agama	-	kiamat
kidal	1	kédé	a		arah	-	kédé
kikir	0	kumed					kumed
kikir	1	cedit	a		-	-	cedit
kikir	0	koret					korét
kilat	0						kilat
kilometer	1	kilométer	n		-	-	méter
kini	1	kiwari	-		-	-	kiwari
kios	1		n		-	-	kios
kiosnya	1	kiosna	-		-	-	kios
kipas	0	hihid					hihid
kira	1		-		-	-	kira
kiranya	1	kirana	-		-	-	kirana
kiri	1	kénca	a		tempat	-	kénca
kirim	1		-		-	-	kirim
kisah	1	carita	n		-	-	carita
kita	1	urang	-		-	-	urang
kitab	1		-		-	-	kitab
klik	1		n				
koalisi	1		-		-	-	koalisi
koclak	0						koclak
kode	1		-		-	-	kode
koin	1		-		-	-	koin
kol	1	engkol	n		tutuwuhan	-	engkol
kolom	1	lajur	n		-	-	lajur
kolonel	1	kolonél	-		-	-	kolonél
kolonial	1		-		-	-	kolonial
koma	1		n		-	-	koma
komandan	1		-		-	-	komandan
komandannya	1	komandanna	-		-	-	komandan
komando	1		-		-	-	komando
komat-kamit	1	kunyam-kunyem	ad		-	-	kunyem
komentar	1	koméntar	-		-	-	koméntar
komentarnya	1	koméntarna	n		-	-	koméntar
komersial	1	komérsial	-		-	-	komérsial
komisaris	1		-		-	-	komisaris
komitmen	0						komitmen
kompensasi	1	kompénsasi	n		-	-	kompénsasi
kompetisi	1		n		-	-	kompetisi
komplet	1	kumplit	a		-	-	kumplit
komponen	1	komponén	n		-	-	komponén
komputer	1		-		-	-	komputer
komputernya	1	komputerna	-		-	-	komputer
kondisi	1	kaayaan	n		-	-	aya
kondisinya	1	kondisina	n		-	-	kondisi
koneksi	1	konéksi	-		-	-	konéksi
konferensi	1	konférénsi	n		-	-	konférénsi
konfirmasi	1		n				
kongres	1	kongrés	n		-	-	kongrés
konsep	1	konsép	-		-	-	konsép
konspirasi	1		n		-	-	konspirasi
konsul	1		-		-	-	konsul
konsumen	1	konsumén	n		-	-	konsumén
konsumsi	1		-		-	-	konsumsi
kontak	1		-		-	-	kontak
koperasi	1		n		-	-	koperasi
kopi	1		n		tutuwuhan	-	kopi
koran	1		n		-	-	koran
korban	1		n		-	-	korban
koreksi	1	koréksi	n		-	-	koréksi
koresponden	1	koréspondén	-		-	-	koréspondén
korosi	1	karatan	n		-	-	karatan
korps	1		-		-	-	korps
korpsnya	1	korpsna	-		-	-	korps
korupsi	1	calikong	n		-	-	calikong
kosong	1		-		-	-	kosong
kota	1	dayeuh	n		-	-	dayeuh
kotak	1		-		-	-	kotak
kotakan	0						kotakan
kotor	0	bagedur					bagedur
kotor	0						kotor
kotor	0	reged					reged
kotoran	1	kokotor	n		-	-	kotor
kriminal	1		a				
krisis	1		-		-	-	krisis
kristen	1		n		agama	-	kristen
kritik	1		-		-	-	kritik
kritis	1		-		-	-	kritis
kualitas	1		n		-	-	kualitas
kualitasnya	1	kualitasna	n		-	-	kualitas
kuasa	1	kawasa	-		-	-	kawasa
kuat	1		a		-	-	kuat
kuatir	1	melang	a		-	-	melang
kuburan	0	pajaratan					pajaratan
kucing	1	ucing	n		sato	-	ucing
kuda	1		n		-	-	kuda
kudeta	1	kudéta	-		-	-	kudéta
kue	1	kueh	n		-	-	kueh
kuis	1		-		-	-	kuis
kujang	1		n		-	-	kujang
kuku	1		n		awak	-	kuku
kukuh	1	pengkuh	a		-	-	pengkuh
kukusan	1	aseupan	n		-	-	aseup
kuli	0						kuli
kuliah	1		-		-	-	kuliah
kuliahnya	1	kuliahna	n		-	-	kuliah
kuliner	1		n				
kulit	1		n		awak	-	kulit
kulum	1	kemot	v		-	-	kemot
kumal	0	lodro					lodro
kuman	1	jaram	n		-	-	jaram
kumis	1		n		awak	-	kumis
kumpul	1	riung	v		-	-	riung
kumpul/bergerombol	0	liud					liud
kumur	1	gugurah	v		-	-	gugurah
kunci	1	konci	-		-	-	konci
kuncinya	1	koncina	-		-	-	konci
kuning	1	konéng	a		warna	-	konéng
kuningan	1		n		logam	-	kuningan
kunjungan	1	datangna	n		-	-	datang
kunjungi	1	datangan	vi		-	-	datang
kuno	1	kuna	a		waktu	-	kuna
kunyit	1	konéng	n		tutuwuhan	-	konéng
kuping	1	ceuli	n		awak	-	ceuli
kupu-kupu	1	kukupu	n		sato	-	kupu
kura-kura	1	kuya	n		sato	-	kuya
kurang	0	nyangkolong					cangkolong
kurang	0	cocéng					cocéng
kurang	1		-		-	-	kurang
kurma	1	korma	n		tutuwuhan	-	korma
kursi	1	korsi	-		-	-	korsi
kursinya	1	korsina	-		-	-	korsi
kurus	0	kuru					kuru
kurus	1	begang	a		-	-	begang
kusut	1	busik	a		-	-	busik
kusut	1	karijut	a		-	-	karijut
kusut	1	pajurawet	a		-	-	pajurawet
kusut	1	kusial	a		-	-	kusial
kutu	0						kutu
laba-laba	1	lancah	n		sato	-	lancah
lada	1	pedes	n		tutuwuhan	-	pedes
lagu	1		n		-	-	lagu
lagunya	1	laguna	n		-	-	lagu
lagunya	1	kawihna	n		-	-	kawih
lahan	1		-		-	-	lahan
lahannya	1	lahanna	n		-	-	lahan
lahir	1		-		-	-	lahir
lain/selain	0	lian					lian
lainnya	1	lianna	n		-	-	lian
laksamana	1		-		-	-	laksamana
laku	1		-		-	-	laku
lakukan	1	pigawé	-		-	-	gawé
lalat	1	laleur	n		sato	-	laleur
lalim	0						lalim
lalu	1	kaliwat	ad		waktu	-	liwat
lama	0	heubeul					heubeul
lama	1	lila 	a		waktu	-	lila
lamanya	1	lilana	-		-	-	lila
lambang	1		n		-	-	lambang
lambat	1	laun	a		-	-	laun
lampu	1		n		-	-	lampu
lancar	1		a		-	-	lancar
lancip	1	léncop	a		-	-	léncop
langganan	1		n		-	-	langgan
langit	1		n		-	-	langit
langit	1	wiati	n		-	-	jomantara
langka	1		a		-	-	langka
langkah	1	léngkah	n		-	-	léngkah
langkahi	1	léngkahan	vi		-	-	léngkah
lanjut	1	tuluy	vi		-	-	tuluy
lanjutnya	1	terusna	-		-	-	terus
lantai	1	lanté	-		-	-	lanté
lapangan	1	lapang	-		-	-	lapang
lapar	1		vi		-	-	lapar
laporan	1		n		-	-	lapor
laporannya	1	laporanana	n		-	-	lapor
larang	0	cegah					cegah
larangan	1		n		-	-	larang
laras	1		n		-	-	laras
lari	1	lumpat	v		-	-	lumpat
laron	1	siraru	n		sato	-	siraru
latar	1	kasang	-		-	-	kasang
latihan	1		-		-	-	latih
laut	1		-		-	-	laut
laut	1	sagara	n		-	-	sagara
lawan	1		-		-	-	lawan
layak	1	meujeuhna	a		-	-	meujeuh
layan	1		v		-	-	layan
layanan	1		-		-	-	layan
layar	1		-		-	-	layar
lazim	1	sawajarna	a		-	-	wajar
lebam	1	geuneuk	a		awak	-	geuneuk
lebar	1	rubak	a		-	-	rubak
lebaran	1		n		-	-	lebar
lebat	1	leubeut	a		-	-	leubeut
lebih	1	leuwih	-		-	-	leuwih
lega	1	bungangang	a		-	-	bungangang
leher	1	beuheung	n		awak	-	beuheung
lelah	1	capé	a		-	-	capé
lelaki	1	lalaki	-		-	-	lalaki
leluasa	0	laluasa	a		-	-	laluasa
leluasa	1	sabaraé	a		-	-	baraé
lelucon	0	guguyon					guguyon
leluhur	1	karuhun	a		-	-	karuhun
lemari	1	lomari	n		-	-	lomari
lemas	1	leuleus	a		-	-	leuleus
lembab	1	beueus	a		-	-	beueus
lembaga	1		-		-	-	lembaga
lembah	1	landeuh	n		topograpi	-	landeuh
lembah	1	léngkob	n		topograpi	-	léngkob
lembar	0	kebet					kebet
lembaran	1		n		-	-	lembar
lembek	0	nampuyak					nampuyak
lembong	1		-		-	-	lembong
lempar	1	balédog	v		-	-	balédog
lempar	1	alung	vp		-	-	alung
lengah	1	balangah	a		-	-	balangah
lengah	1	meléng	a		-	-	meléng
lengah	1	cileureun	a		-	-	cileureun
lengah	1	bongoh	a		-	-	bongoh
lengang	1	keupat	a		-	-	keupat
lengkap	1	pepek	a		-	-	pepek
lengkapi	1	lengkepan	v		-	-	lengkep
lengkapnya	1	pepekna	a		-	-	pepek
lengket	0	masket					masket
lengkong	1	léngkong	-		-	-	léngkong
lengkuas	1	laja	n		tutuwuhan	-	laja
lengkung	1	pelengkung	n		-	-	pelengkung
lepas	0	lepot					lepot
lepas	0	leupas					leupas
lepas	1	ucul	a		-	-	ucul
lepas	0	locot					locot
lepas	0	lésot					lésot
lereng	1	lamping	n		topograpi	-	lamping
lesung	1	lisung	n		-	-	lisung
letak	1	lokasi	n		-	-	lokasi
letaknya	1	tempatna	n		-	-	tempat
letkol	1	létkol	-		-	-	létkol
letnan	1	létnan	-		-	-	létnan
lewat	1	liwat	-		-	-	liwat
licik	1		-		-	-	licik
lidah	1	létah	n		awak	-	létah
lidi	0	nyéré					nyéré
lihat	0	deléh					deléh
lihat	1	tempo	vi		-	-	tempo
lima	1		b		-	-	lima
lindu	1	lini	n		-	-	lini
lingkaran	1	bunderan	n		-	-	bunder
lingkungan	1		-		-	-	lingkung
lingkup	1	wengkuan	n		-	-	wengku
lipat	0	pintel					pintel
lipat	1	lipet	-		-	-	lipet
lisensi	1	lisénsi	-		-	-	lisénsi
listrik	1		-		-	-	listrik
liter	1		n		-	-	liter
literatur	1	pustaka	n		-	-	pustaka
liur	1	acay	n		-	-	acay
lokasi	1		n		-	-	lokasi
lolos	1	leupas	v		-	-	leupas
lomba	1	pasanggiri	-		-	-	giri
loncat	0	ngacleng					acleng
loncat	1	luncat	v		-	-	luncat
loncat	1	ngajleng	v		-	-	ajleng
longgar	1	logor	a		-	-	logor
longgar	0	loncér					loncér
longsor	1	urug	a		-	-	urug
los	1		-		-	-	los
lowongan	1		n		-	-	lowong
luar	1		-		-	-	luar
luas	0	ablag	a				ablag
luas	0	aplak					aplak
luas	1	lega	a		-	-	lega
lubang	1	lombang	n		-	-	lombang
lubang	1	liang	n		-	-	liang
luber	1	limpas	a		-	-	limpas
lubuk	1	leuwi	n		topograpi	-	leuwi
lucu	1		-		-	-	lucu
ludah	1	ciduh	n		awak	-	ciduh
luhurnya	1	luhurna	a		tempat	-	luhurna
luka	1	tatu	n		-	-	tatu
luka	0	jaheut					jaheut
lulus	1		n		-	-	lulus
lulusan	1		n		-	-	lulus
lumayan	1		-		-	-	lumayan
lumpur	1	leutak	n		-	-	leutak
lumut	1	lukut	n		tutuwuhan	-	lukut
lunak	1	beyé	a		-	-	beyé
lunas	1	punah	-		-	-	punah
luntur	1	muntah	a		-	-	muntah
lupa	1	poho	v		-	-	poho
lurus	1	lempeng	a		-	-	lempeng
lusa	1	pagéto	-		-	-	pagéto
lusuh	1	leuseuh	a		-	-	leuseuh
lutut	1	tuur	n		awak	-	tuur
maaf	1	hampura	v		-	-	hampura
mabuk	1	mabok	v		-	-	mabok
macam	1	macem	v		-	-	macem
madya	1		a		-	-	madya
maen	1	ulin	v		-	-	maén
maghrib	1	magrib	n		agama	-	magrib
mahal	1		-		-	-	mahal
mahasiswa	1		n		-	-	mahasiswa
mahir	1	mahér	a		-	-	mahér
mahkamah	1		-		-	-	mahkamah
mahkota	1	makuta	n		-	-	makuta
mahligai	1	maligé	n		-	-	maligé
main	1	ulin	v		-	-	maén
mainan	1	kaulinan	n		-	-	ulin
majalah	1		-		-	-	majalah
majelis	1		n		-	-	majelis
maju	1		-		-	-	maju
majunya	1	majuna	a		-	-	majuna
maka	1	mangka	-		-	-	mangka
makam	1	astana	n		-	-	astana
makan	1	dahar	v		-	-	dahar
makanan	1	kadaharan	n		-	-	dahar
makan-makan	1	balakécrakan	v		-	-	balakécrakan
makar	0						makar
makin	1	beuki	ad		-	-	beuki
makin	0	mingkin					mingkin
maklum	1	ma'lum	a		-	-	ma'lum
makna	1	harti	n		-	-	harti
maksud	1		n		-	-	maksad
maksudnya	1	pamaksudanna	n		-	-	maksud
maksudnya	1	maksudna	n		-	-	maksud
malaikat	1	malaékat	n		agama	-	malaékat
malam	1	peuting 	n		waktu	-	peuting
malang	1		n		-	-	malang
malarat	0	masakat					masakat
malas	1	kedul	a		-	-	kedul
malu	1	éra	a		-	-	éra
mampir	1	nyimpang	v		-	-	simpang
mana	1		-		-	-	mana
manajemen	1	manajemén	n		-	-	manajemén
mancanegara	1	mancanagara	n		-	-	mancanagara
mancung	1		a		awak	-	mancung
mandek	1	nagen	-		-	-	nagen
mandi	1		v		-	-	mandi
mandiri	1	teuneung	a		-	-	teuneung
mandul	1	gabug	a		-	-	gabug
manfaat	1	mangpaat	-		-	-	mangpaat
manfaatnya	1	mangpaatna	-		-	-	mangpaat
manggis	1	manggu	n		tutuwuhan	-	manggu
mangkir	1	ngangles	v		-	-	angles
manis	1	amis	a		-	-	amis
manja	1	ogo	a		-	-	ogo
mantan	1	urut	a		-	-	urut
manusia	1	manusa	-		-	-	manusa
manyun	1		v		-	-	manyun
marah	1	ambek	a		-	-	ambek
maret	1		n		waktu	-	maret
mari	1	hayu	-		-	-	hayu
maritimnya 	1	maritimna	n		-	-	maritim
markas	1		-		-	-	markas
markasnya	1	markasna	-		-	-	markas
martabat	1	ajén	n		-	-	ajén
masa	1	mangsa	n		waktu	-	mangsa
masalah	1		n		-	-	masalah
masalahnya	1	masalahna	-		-	-	masalah
masih	1		-		-	-	masih
masing	1	séwang	-		-	-	séwang
masjid	1		-		-	-	masjid
maskawin	1	mahar	n		-	-	mahar
massa	1		-		-	-	massa
masuk	0	abus	v		-	-	abus
masuk	1	asup	v		-	-	asup
masuk/cukup	0	panjing					panjing
masukkan	1	ngasupkeun	v		-	-	asup
masukkan	1	asupkeun	v				
masuknya	1	asupna	n		-	-	asup
masyarakat	1	balaréa	n		-	-	balaréa
masyarakat	0	kumbuh					kumbuh
masyarakat	1	masarakat	-		-	-	masarakat
masyarakatnya	0	masarakatna					masarakat
mata	1	panon	n		awak	-	panon
matahari	1	sarangéngé	n		-	-	sarangéngé
matahari	1	panonpoé	n		-	-	panonpoé
matang	1	asak	a		-	-	asak
matanya	1	panonna	n		-	-	panonna
materiil	1	materil	a		-	-	materil
maya	1		-		-	-	maya
mayat	1	mayit	n		-	-	mayit
mayat	1	layon	n		-	-	layon
mayor	1		-		-	-	mayor
media	1	média	-		-	-	média
medis	1	médis	a		-	-	médis
megapolitan	1		n				
mei	1	méi	n		waktu	-	méi
meja	1	méja	-		-	-	méja
mekanik	1	mékanik	-		-	-	mékanik
mekaniknya	1	mékanikna	-		-	-	mékanik
mekar	1		v		-	-	mekar
melacur	1	madon	v		-	-	madon
meladeni	1	ngaladénan	v		-	-	ladén
melahirkan	1	ngababarkeun	v		-	-	babar
melainkan	0	kalah					kalah
melaksanakan	1	ngalaksanakeun	v		-	-	laksana
melakukan	1	ngalakukeun	v		-	-	laku
melakukan	1	ngalakonan	v		-	-	lakon
melakukannya	1	ngalakonanana	v		-	-	lakon
melalui	1	ngaliwatan	v		-	-	liwat
melampaui	1	ngaleuwihan	v		-	-	leuwih
melamun	1	ngalamun	v		-	-	lamun
melanda	1	nandangan	v		-	-	tandang
melanggar	1	ngarémpak	v		-	-	rémpak
melanggengkan	1	ngalanggengkeun	v		-	-	langgeng
melangkah	1	ngaléngkah	v		-	-	léngkah
melangkahi	1	ngaléngkahan	v		-	-	léngkah
melanjutkan	1	neruskeun	v		-	-	terus
melanjutkan	1	nuluykeun	v		-	-	tuluy
melansir	1	ngaluarkeun	v		-	-	kaluar
melantik	1	ngistrénan	v		-	-	istrén
melapor	1	ngalapor	v		-	-	lapor
melaporkan	1	ngalaporkeun	v		-	-	lapor
melarang	1	nyaram	v		-	-	caram
melarang	1	ngahulag	v		-	-	hulag
melarangnya	1	ngararangna	v		-	-	rarang
melarat	1	kokoro	v		-	-	kokoro
melarikan	1	mawa lumpat	v		-	-	lumpat
melata	1	ngaléor	v		-	-	léor
melatih	1	ngalatih	v		-	-	latih
melawan	1	ngalawan	v		-	-	lawan
melayang	1	ngalayang	v		-	-	layang
melayangkan	1	ngalayangkeun	v		-	-	layang
melayani	1	ngaladénan	v		-	-	ladén
melebihi	1	ngaleuwihan	v		-	-	leuwih
melecehkan	1	ngécé	v		-	-	écé
meledak	1	ngajelegur	v		-	-	jelegur
melekat	1	némpél	v		-	-	témpél
meleleh	1	lééh	v		-	-	lééh
melempar	1	ngabalangkeun	v		-	-	balang
melenceng	1	giwar	v		-	-	giwar
melengkapi	1	ngalengkepan	v		-	-	lengkep
melengkung	1	bingkeng	a		-	-	bingkeng
melengkungkan	1	melengkungkeun	v		-	-	lengkung
melepaskan	1	ngalaan	v		-	-	laan
meletakkan	1	nyimpen	v		-	-	simpen
meletus	1	bitu	a		-	-	bitu
melewati	1	ngaliwatan	v		-	-	liwat
melewatkan	1	ngaliwatkeun	v		-	-	liwat
melihat	1	nempo	v		-	-	tempo
melihat-lihat	1	laha-loho	v		-	-	loho
melindungi	1	nangtayungan	v		-	-	tangtayung
melintas	1	ngaliwat	v		-	-	liwat
meliputi	1	ngawengku	v		-	-	wengku
melirik	1	ngarérét	v		-	-	rérét
meliuk-liuk	1	ngagéboy	v		-	-	géboy
melonjak-lonjak	1	ancul-anculan	v		-	-	ancul
melotot	1	molotot	v		-	-	polotot
meluas	1	ngalegaan	v		-	-	lega
melubangi	1	ngabolongan	v		-	-	ngabolongan
melucuti	1	ngalucutan	v		-	-	lucut
melunakkan	1	nguduhkeun	v		-	-	nguduhkeun
melupakan	1	mopohokeun	v		-	-	poho
memadai	1	nyukupan	v		-	-	cukup
memadati	1	minuhan	v		-	-	pinuh
memagari	1	mageran	v		-	-	pager
memahami	1	nyurtian	v		-	-	surti
memajukan	1	ngamajukeun	v		-	-	ngamajukeun
memakai	1	maké	v		-	-	paké
memakai	1	maké	v		-	-	paké
memakainya	1	makéna	v		-	-	paké
memakainya	1	makena	v		-	-	paké
memakan	1	ngadahar	v		-	-	dahar
memaklumi	1	ngamaklum	v		-	-	maklum
memaknai	1	ngamaknaan	v		-	-	makna
memalukan	1	ngérakeun	v		-	-	éra
memancing	1	mancing	v		-	-	pancing
memancing	1	nguseup	v		-	-	useup
memandang	1	melong	v		-	-	pelong
memanfaatkan	1	ngamangpaatkeun	v		-	-	mangpaat
memanggang	1	meuleum	v		-	-	beuleum
memanggil	1	ngagero	v		-	-	gero
memanggil-manggil	1	nyambat	v		-	-	sambat
memangku	1	ngalahun	v		-	-	lahun
memangnya	0	emangna					emang
memanjakan	1	ngugung	v		-	-	ugung
memanjakan	1	ngawowoy	v		-	-	wowoy
memanjang	1	manjang	v		-	-	panjang
memantau	1	ngawaskeun	v		-	-	awas
memaparkan	1	ngadadarkeun	v		-	-	dadar
memar	1	eumeur	n		-	-	eumeur
memarahi	1	nyarékan	v		-	-	carék
memarkir	1	markir	v		-	-	parkir
memasak	1	masak	v		-	-	pasak
memasang	1	masangkeun	v		-	-	pasang
memasarkannya	1	masarkeunnana	v		-	-	pasar
memastikan	1	mastikeun	v		-	-	pasti
memasuki	1	ngasupan	v		-	-	asup
memasukkan	1	ngasupkeun	v		-	-	asup
memasyarakatkan	1	ngamasarakatkeun	v		-	-	masarakat
mematenkan	1	maténkeun	v		-	-	patén
mematuk	1	macok	v		-	-	cok
membaca	1	maca	v		-	-	baca
membacakan	1	ngabacakeun	v		-	-	baca
membacanya	1	macana	v		-	-	baca
membacok	1	ngadék	v		-	-	kadék
membagi	1	ngabagi	v		-	-	bagi
membagikan	1	ngabagikeun	v		-	-	bagi
membahas	1	ngabahas	v		-	-	bahas
membahayakan	1	ngabahayakeun	v		-	-	bahaya
membaik	1	ngaalusan	v		-	-	alus
membajak	1	ngabajo	v		-	-	bajo
membakar	1	ngaduruk	v		-	-	duruk
membakar	1	ngabeuleum	v		-	-	beuleum
membalas	1	ngabales	v		-	-	bales
membangkang	1	ngabahula	v		-	-	bahula
membangkang	1	baha	v		-	-	baha
membangun	1	ngawangun	v		-	-	wangun
membangunkan	1	ngahudangkeun	v		-	-	hudang
membangunkan	1	ngageuingkeun	v		-	-	geuing
membantah	1	néngtéréwéléng	v		-	-	néngtéréwéléng
membantu	1	ngabantuan	v		-	-	bantu
membantu	1	mantuan	v		-	-	bantu
membara	1	ruhay	v		-	-	ruhay
membara	1	burahay	n		-	-	burahay
membasuh	1	nyimbeuh	v		-	-	simbeuh
membatalkan	1	ngabolaykeun	v		-	-	bolay
membatas	1	ngawates	v		-	-	ngawates
membatasi	1	ngabatesan	v		-	-	bates
membawa	1	mawa	v		-	-	bawa
membawanya	1	ngabawa	v		-	-	bawa
membayangkan	1	ngabayangkeun	v		-	-	bayang
membayar	1	mayar	v		-	-	bayar
membebani	1	ngabeungbeuratan	v		-	-	beurat
membebani	1	ngaganggayong	v		-	-	ganggayong
membebaskan	1	ngaleupaskeun	v				leupas
membedakan	1	ngabédakeun	v		-	-	béda
membeku	1	ngimpel	v		-	-	kimpel
membelanjai	1	ngabalanjaan	v		-	-	ngabalanjaan
membeli	1	meuli	v		-	-	beuli
membenarkan	1	ngabenerkeun	v		-	-	bener
membendung	1	mendet	v		-	-	pendet
membentak-bentak	1	hahaok	v		-	-	haok
membentuk	1	nyieun	v		-	-	wangun
memberantas	1	numpes	v		-	-	tumpes
memberatkan	1	ngabeungbeuratan	v		-	-	beurat
memberi	0	méré	v		-	-	béré
memberi	1	mikeun	v		-	-	bikeun
memberi	0	mawéh	v		-	-	awéh
memberikan	1	mikeun	v		-	-	bikeun
memberitahu	1	ngabejaan	v		-	-	béja
memberitakan	1	ngawartakeun	v		-	-	warta
memberitakan	1	ngawartakeun	v				warta
membersihkan	1	ngabersihkeun	v		-	-	bersih
membesut	1	ngabesut	v		-	-	besut
membiarkan	1	ngantep	v		-	-	antep
membiayai	1	ngabiayaan	v		-	-	biaya
membicarakan	1	ngomongkeun	v		-	-	omong
membidik	1	ngécéng	v		-	-	kécéng
membidik	0	nyéntang					céntang
membina	1	ngabina	v		-	-	ngabina
membingungkan	1	ngabingungkeun	v		-	-	bingung
membiru	1	geuneuk	a		-	-	geuneuk
membocorkan	1	ngabocorkeun	a		-	-	bocor
membonceng	0	nepong					nepong
membongkar	1	ngakat	v		-	-	kakat
memborbardir	1	ngabombardir	v		-	-	bombardir
memborong	1	ngaborong	v		-	-	
membuang	1	miceun	v		-	-	piceun
membuat	1	nyieun	v		-	-	jieun
membuatkan	1	mangnyieunkeun	v		-	-	jieun
membubarkan	1	ngabubarkeun	v		-	-	bubar
membujang	0	ngalagena					ngalagena
membuka	1	muka	v		-	-	buka
membungkuk	1	dongko	v		-	-	dongko
membunuh	1	maéhan	v		-	-	paéh
memburu	1	moro	v		-	-	boro
membutuhkan	1	merlukeun	v		-	-	perlu
memecah	1	meupeus	v		-	-	peupeus
memegang	1	nyekel	v		-	-	cekel
memekarkan	1	ngamekarkeun	v		-	-	mekar
memelihara	1	miara	v		-	-	piara
memelihara	1	miara	v		-	-	piara
memelintir	1	mulintirkeun	v		-	-	mulintirkeun
memenangi	1	ngameunangan	v		-	-	beunang
memenangkan	1	meunang	v		-	-	beunang
memendekkan	1	mondokkeun	v		-	-	pondok
